,1,1:0.52076 2:0.922222 3:0.212121 5:0.223514 6:0.391176 7:0.740157 8:0.874016 9:0.681102 10:0.177471 13:1 47:1
2669,1,1:0.513757 2:0.05 3:0.181818 4:0.154617 5:0.22739 6:0.102009 7:0.826772 8:0.84252 9:0.547244 10:0.204378 13:1 46:1
2670,1,1:0.44072 2:0.155556 3:0.227273 4:0.115963 5:0.236434 6:0.202613 7:0.901575 8:0.814961 9:0.42126 10:0.299875 11:1 26:1
2671,0,1:0.193097 2:0.236111 3:0.151515 5:0.223514 6:0.0549389 7:0.925197 8:0.877953 9:0.468504 10:0.11139 14:1 15:1
2672,1,1:0.570785 2:0.075 3:0.212121 4:0.18325 5:0.237726 6:0.244345 7:0.838583 8:0.818898 9:0.503937 10:0.205075 13:1 45:1
2673,0,1:0.245623 2:0.0694444 3:0.378788 4:0.115963 5:0.343669 6:0.201068 7:0.779528 8:0.69685 9:0.413386 10:0.145964 14:1 24:1
2674,0,1:0.269635 2:0.936111 3:0.348485 4:0.137437 5:0.317829 6:0.198539 7:0.645669 8:0.795276 9:0.685039 10:0.0510247 14:1 24:1
2675,0,1:0.177089 2:0.936111 3:0.19697 5:0.223514 6:0.115077 7:0.748031 8:0.870079 9:0.669291 10:0.0467029 14:1 28:1
2676,0,1:0.27964 2:0.972222 3:0.257576 4:0.0608447 5:0.242894 6:0.193902 7:0.73622 8:0.822835 9:0.625984 10:0.0603653 14:1 24:1
2677,1,1:0.506253 2:0.255556 3:0.484848 4:0.156049 5:0.348837 6:0.586343 7:0.980315 8:0.685039 9:0.110236 10:0.110414 11:1 43:1
2678,0,1:0.271636 2:0.35 3:0.515152 4:0.18325 5:0.334625 6:0.155965 7:0.996063 8:0.767717 9:0.15748 10:0.118361 14:1 17:1
2679,0,1:0.253627 2:0.183333 3:0.181818 4:0.303508 5:0.445736 6:0.130954 7:0.913386 8:0.846457 9:0.448819 10:0.202286 14:1 20:1
2680,0,1:0.214107 2:0.686111 3:0.439394 4:0.0300644 5:0.248062 6:0.208655 7:0.57874 8:0.968504 9:0.893701 10:0.0917329 14:1 15:1
2681,1,1:0.569785 2:0.7 3:0.181818 4:0.395848 5:0.338501 6:0.834621 7:0.759843 8:0.976378 9:0.759843 10:0.456016 11:1 43:1
2682,0,1:0.264632 2:0.141667 3:0.287879 4:0.30995 5:0.379845 6:0.0701138 7:0.885827 8:0.767717 9:0.377953 10:0.130629 14:1 17:1
2683,0,1:0.174087 2:0.922222 3:0.19697 5:0.223514 6:0.106365 7:0.748031 8:0.88189 9:0.681102 10:0.216925 14:1 18:1
2684,0,1:0.175588 2:0.680556 3:0.348485 4:0.0214746 5:0.231266 6:0.182942 7:0.65748 8:0.984252 9:0.850394 10:0.101213 14:1 31:1
2685,1,1:0.398699 2:0.2 3:0.227273 4:0.130279 5:0.250646 6:0.1658 7:0.929134 8:0.822835 9:0.397638 10:0.140248 11:1 44:1
2686,1,1:0.555778 2:0.202778 3:0.19697 4:0.107373 5:0.22739 6:0.661796 7:0.925197 8:0.838583 9:0.42126 10:0.2416 11:1 33:1
2687,1,1:0.52076 2:0.5 3:0.0454545 4:0.214746 5:0.22093 6:0.663903 7:0.866142 8:0.948819 9:0.614173 10:0.680329 11:1 22:1
2688,1,1:0.625313 2:0.241667 3:0.19697 4:0.319256 5:0.244186 6:0.487424 7:0.940945 8:0.858268 9:0.425197 10:0.650913 11:1 43:1
2689,0,1:0.293647 2:0.0527778 3:0.287879 4:0.242663 5:0.303618 6:0.0792469 7:0.799213 8:0.779528 9:0.5 10:0.165482 14:1 24:1
2690,0,1:0.49925 2:0.944444 3:0.166667 4:0.0644238 5:0.248062 6:0.227905 7:0.775591 8:0.88189 9:0.653543 10:0.180538 13:1 46:1
2691,0,1:0.243122 2:0.827778 3:0.242424 4:0.0214746 5:0.242894 6:0.136153 7:0.681102 8:0.913386 9:0.783465 10:0.204238 14:1 24:1
2692,0,1:0.121561 2:0.883333 3:0.363636 4:0.0300644 5:0.250646 6:0.104117 7:0.586614 8:0.826772 9:0.775591 10:0.130071 14:1 24:1
2693,1,1:0.63982 2:0.494444 3:0.212121 4:0.3801 5:0.284238 6:0.297176 7:0.885827 8:0.972441 9:0.594488 10:0.132023 13:1 46:1
2694,0,1:0.745873 2:0.986111 3:0.272727 4:0.0773085 5:0.258398 6:0.627933 7:0.73622 8:0.807087 9:0.602362 10:0.569078 11:1 53:1
2695,1,1:0.551776 2:0.766667 3:0.106061 4:0.355762 5:0.284238 6:0.507236 7:0.791339 8:0.952756 9:0.704724 10:0.788791 11:1 34:1
2696,0,1:0.23912 2:0.377778 3:0.409091 4:0.150322 5:0.347545 6:0.0297878 7:0.984252 8:0.858268 9:0.307087 10:0.242437 14:1 17:1
2697,0,1:0.297149 2:0.966667 3:0.439394 4:0.408017 5:0.534884 6:0.15203 7:0.598425 8:0.700787 9:0.610236 10:0.0418235 14:1 24:1
2698,0,1:0.263632 2:0.236111 3:0.272727 4:0.221188 5:0.431525 6:0.0680062 7:0.956693 8:0.811024 9:0.338583 10:0.255402 14:1 20:1
2699,0,1:0.286143 2:0.327778 3:0.333333 4:0.121689 5:0.315245 6:0.117184 7:0.992126 8:0.838583 9:0.30315 10:0.160184 14:1 19:1
2700,1,1:0.575288 2:0.205556 3:0.0454545 4:0.410165 5:0.379845 6:0.357876 7:0.88189 8:0.917323 9:0.566929 10:0.242855 13:1 46:1
2701,0,1:0.193097 2:0.247222 3:0.287879 5:0.223514 6:0.0573275 7:0.964567 8:0.807087 9:0.318898 10:0.11376 14:1 15:1
2702,1,1:0.687344 2:0.452778 3:0.136364 4:0.26199 5:0.263566 6:0.376704 7:0.901575 8:0.956693 9:0.574803 10:0.164924 13:1 45:1
2703,0,1:0.225613 3:0.272727 4:0.0214746 5:0.226098 6:0.138682 7:0.748031 8:0.799213 9:0.57874 10:0.123519 14:1 28:1
2704,0,1:0.26063 2:0.727778 3:0.378788 4:0.0773085 5:0.273902 6:0.205845 7:0.590551 8:0.956693 9:0.893701 10:0.0882476 14:1 24:1
2705,0,1:0.27964 2:0.808333 3:0.287879 4:0.136006 5:0.262274 6:0.206969 7:0.645669 8:0.92126 9:0.822835 10:0.0754217 14:1 24:1
2706,0,1:0.245623 2:0.547222 3:0.151515 4:0.10952 5:0.342377 6:0.230575 7:0.858268 8:0.980315 9:0.649606 10:0.131326 14:1 16:1
2707,0,1:0.296648 2:0.275 3:0.151515 4:0.307802 5:0.347545 6:0.107489 7:0.929134 8:0.893701 9:0.476378 10:0.157814 14:1 16:1
2708,0,1:0.209605 2:0.425 3:0.30303 4:0.121689 5:0.348837 6:0.167346 7:0.944882 8:0.929134 9:0.456693 10:0.154747 14:1 17:1
2709,0,1:0.18059 2:0.133333 3:0.106061 5:0.223514 6:0.167065 7:0.877953 8:0.88189 9:0.535433 10:0.0461453 14:1 31:1
2710,0,1:0.273637 2:0.233333 3:0.212121 4:0.2398 5:0.319121 6:0.0507236 7:0.940945 8:0.850394 9:0.413386 10:0.0637111 14:1 18:1
2711,0,1:0.266633 2:0.305556 3:0.333333 4:0.182534 5:0.418605 6:0.0549389 7:0.988189 8:0.822835 9:0.287402 10:0.266695 14:1 20:1
2712,1,1:0.565783 2:0.688889 3:0.0454545 4:0.298497 5:0.313953 6:0.0567655 7:0.84252 8:0.948819 9:0.649606 10:0.214276 13:1 45:1
2713,1,1:0.458229 2:0.530556 3:0.136364 4:0.0959198 5:0.209302 6:0.292398 7:0.866142 8:0.972441 9:0.633858 10:0.158929 11:1 26:1
2714,1,1:0.594297 2:0.236111 3:0.227273 4:0.410165 5:0.29845 6:0.201349 7:0.944882 8:0.838583 9:0.389764 10:0.346159 11:1 43:1
2715,0,1:0.292646 2:0.208333 3:0.227273 5:0.223514 6:0.109597 7:0.933071 8:0.826772 9:0.393701 10:0.0418235 14:1 15:1
2716,0,1:0.265633 2:0.152778 3:0.318182 5:0.223514 6:0.0879584 7:0.897638 8:0.748031 9:0.334646 10:0.05688 14:1 15:1
2717,1,1:0.569285 2:0.947222 3:0.19697 4:0.493916 5:0.0645995 6:0.225657 7:0.755906 8:0.866142 9:0.653543 10:0.261955 13:1 46:1
2718,0,1:0.181591 2:0.636111 3:0.212121 5:0.223514 6:0.177884 7:0.783465 8:0.992126 9:0.740157 10:0.0591106 14:1 31:1
2719,1,1:0.621811 2:0.705556 3:0.469697 4:0.150322 5:0.315245 6:0.334411 7:0.53937 8:0.952756 9:0.917323 10:0.223895 13:1 47:1
2720,0,1:0.190095 2:0.830556 3:0.363636 4:0.0608447 5:0.270026 6:0.224111 7:0.57874 8:0.88189 9:0.838583 10:0.0397323 14:1 24:1
2721,0,1:0.581791 2:0.102778 3:0.181818 4:0.221188 5:0.346253 6:0.301251 7:0.862205 8:0.84252 9:0.503937 10:0.321344 13:1 46:1
2722,0,1:0.242621 2:0.975 3:0.272727 4:0.304939 5:0.50646 6:0.147113 7:0.728346 8:0.811024 9:0.61811 10:0.183745 14:1 24:1
2723,0,1:0.738869 2:0.919444 3:0.30303 4:0.0773085 5:0.22739 6:0.594773 7:0.65748 8:0.826772 9:0.708661 10:0.560853 11:1 52:1
2724,0,1:0.269635 2:0.925 3:0.227273 4:0.137437 5:0.344961 6:0.117465 7:0.728346 8:0.866142 9:0.681102 10:0.0924299 14:1 24:1
2725,0,1:0.276138 2:0.102778 3:0.333333 4:0.137437 5:0.25323 6:0.115077 7:0.838583 8:0.732283 9:0.389764 10:0.143176 14:1 24:1
2726,0,1:0.286143 2:0.747222 3:0.393939 4:0.0429492 5:0.26615 6:0.155403 7:0.562992 8:0.940945 9:0.901575 10:0.109438 14:1 24:1
2727,0,1:0.249625 2:0.202778 3:0.227273 4:0.14388 5:0.299742 6:0.0573275 7:0.929134 8:0.826772 9:0.401575 10:0.0861564 14:1 18:1
2728,1,1:0.558279 2:0.35 3:0.136364 4:0.0858984 5:0.22739 6:0.669243 7:0.925197 8:0.92126 9:0.511811 10:0.687021 11:1 43:1
2729,0,1:0.188594 2:0.327778 3:0.393939 4:0.0773085 5:0.27907 6:0.134186 7:1 8:0.811024 9:0.244094 10:0.186533 14:1 17:1
2730,0,1:0.309655 2:0.0944444 3:0.212121 4:0.0214746 5:0.237726 6:0.0836026 7:0.854331 8:0.818898 9:0.484252 10:0.18012 14:1 24:1
2731,1,1:0.683342 2:0.522222 3:0.151515 4:0.334288 5:0.245478 6:0.107489 7:0.870079 8:0.976378 9:0.625984 10:0.296947 13:1 47:1
2732,1,1:0.666333 2:0.225 3:0.0757576 4:0.32713 5:0.242894 6:0.658423 7:0.889764 8:0.909449 9:0.551181 10:0.310052 11:1 43:1
2733,0,1:0.318659 2:0.908333 3:0.333333 4:0.257695 5:0.375969 6:0.098356 7:0.637795 8:0.826772 9:0.728346 10:0.059947 14:1 24:1
2734,1,1:0.543772 2:0.725 3:0.166667 4:0.387258 5:0.329457 6:0.234649 7:0.755906 8:0.968504 9:0.759843 10:0.16576 13:1 45:1
2735,1,1:0.444722 2:0.111111 3:0.30303 4:0.14388 5:0.301034 6:0.167908 7:0.854331 8:0.751969 9:0.393701 10:0.226405 13:1 24:1
2736,1,1:0.489745 2:0.441667 3:0.106061 4:0.18325 5:0.237726 6:0.109456 7:0.893701 8:0.948819 9:0.582677 10:0.02133 11:1 43:1
2737,1,1:0.501251 2:0.297222 3:0.121212 4:0.0214746 5:0.223514 6:0.482507 7:0.92126 8:0.909449 9:0.507874 10:0.474836 11:1 37:1
2738,0,1:0.0995498 2:0.025 3:0.0757576 5:0.223514 6:0.0907686 7:0.846457 8:0.905512 9:0.602362 10:0.113063 14:1 17:1
2739,0,1:0.136568 2:0.7 3:0.212121 4:0.0214746 5:0.226098 6:0.132078 7:0.740157 8:0.980315 9:0.779528 10:0.200474 14:1 31:1
2740,0,1:0.221611 2:0.866667 3:0.106061 5:0.223514 6:0.189687 7:0.791339 8:0.925197 9:0.681102 10:0.116548 14:1 31:1
2741,0,1:0.234117 2:0.297222 3:0.363636 4:0.228346 5:0.404393 6:0.1436 7:0.992126 8:0.80315 9:0.255906 10:0.184442 14:1 20:1
2742,0,1:0.311156 2:0.138889 3:0.19697 4:0.3801 5:0.338501 6:0.0827596 7:0.885827 8:0.834646 9:0.468504 10:0.146103 14:1 20:1
2743,0,1:0.317659 2:0.947222 3:0.242424 4:0.121689 5:0.295866 6:0.15737 7:0.724409 8:0.84252 9:0.661417 10:0.0517217 14:1 24:1
2744,1,1:0.377189 2:0.108333 3:0.136364 4:0.0300644 5:0.228682 6:0.0962484 7:0.870079 8:0.862205 9:0.523622 10:0.226683 11:1 34:1
2745,1,1:0.572786 2:0.758333 3:0.212121 4:0.215462 5:0.343669 6:0.808487 7:0.712598 8:0.956693 9:0.791339 10:0.172452 11:1 43:1
2746,0,1:0.287144 2:0.783333 3:0.378788 4:0.176807 5:0.421189 6:0.040045 7:0.559055 8:0.913386 9:0.885827 10:0.237279 14:1 24:1
2747,1,1:0.666333 2:0.0583333 3:0.242424 4:0.34932 5:0.372093 6:0.0843052 7:0.818898 8:0.80315 9:0.507874 10:0.254845 13:1 47:1
2748,0,1:0.241121 2:0.866667 3:0.363636 4:0.274875 5:0.413437 6:0.156808 7:0.582677 8:0.84252 9:0.799213 10:0.133417 14:1 24:1
2749,1,1:0.593297 2:0.138889 3:0.106061 4:0.0214746 5:0.229974 6:0.162709 7:0.88189 8:0.88189 9:0.531496 10:0.288164 11:1 37:1
2750,0,1:0.152076 2:0.0388889 3:0.333333 5:0.223514 6:0.101447 7:0.759843 8:0.744094 9:0.496063 10:0.138575 14:1 24:1
2751,1,1:0.544272 2:0.975 3:0.348485 4:0.171797 5:0.396641 6:0.0379373 7:0.677165 8:0.76378 9:0.610236 10:0.112645 11:1 44:1
2752,0,1:0.762381 2:0.852778 3:0.590909 4:0.137437 5:0.307494 6:0.404805 7:0.354331 8:0.732283 9:0.874016 10:0.330685 11:1 53:1
2753,1,1:0.657829 2:0.738889 3:0.136364 4:0.386543 5:0.329457 6:0.133905 7:0.775591 8:0.96063 9:0.73622 10:0.121288 13:1 37:1
2754,0,1:0.277139 2:0.819444 3:0.257576 4:0.167502 5:0.232558 6:0.152311 7:0.673228 8:0.917323 9:0.795276 10:0.0132441 14:1 24:1
2755,0,1:0.254127 2:0.838889 3:0.409091 4:0.107373 5:0.255814 6:0.173669 7:0.527559 8:0.850394 9:0.850394 10:0.138018 14:1 24:1
2756,1,1:0.723362 2:0.113889 3:0.30303 4:0.327845 5:0.341085 6:0.146269 7:0.858268 8:0.759843 9:0.397638 10:0.363864 13:1 46:1
2757,0,1:0.245123 2:0.538889 3:0.136364 4:0.115963 5:0.339793 6:0.22664 7:0.862205 8:0.972441 9:0.641732 10:0.128816 14:1 16:1
2758,1,1:0.558779 2:0.586111 3:0.106061 4:0.364352 5:0.281654 6:0.505691 7:0.846457 8:0.972441 9:0.661417 10:0.142479 11:1 43:1
2759,0,1:0.269635 2:0.855556 3:0.121212 4:0.211167 5:0.293282 6:0.128144 7:0.779528 8:0.925197 9:0.69685 10:0.211348 14:1 25:1
2760,0,1:0.218109 2:0.344444 3:0.424242 4:0.136006 5:0.350129 6:0.107911 7:0.996063 8:0.814961 9:0.244094 10:0.213718 14:1 17:1
2761,0,1:0.290145 2:0.355556 3:0.121212 4:0.265569 5:0.330749 6:0.115779 7:0.92126 8:0.925197 9:0.519685 10:0.162415 14:1 16:1
2762,0,1:0.506753 2:0.419444 3:0.287879 4:0.125268 5:0.286822 6:0.30659 7:0.944882 8:0.929134 9:0.46063 10:0.131326 13:1 27:1
2763,1,1:0.445723 2:0.344444 3:0.0757576 4:0.107373 5:0.235142 6:0.333005 7:0.901575 8:0.929134 9:0.551181 10:0.218179 11:1 26:1
2764,0,1:0.168584 2:0.869444 3:0.469697 4:0.0429492 5:0.248062 6:0.0836026 7:0.492126 8:0.787402 9:0.818898 10:0.192249 14:1 24:1
2765,0,1:0.523262 2:0.141667 3:0.136364 4:0.215462 5:0.244186 6:0.333286 7:0.885827 8:0.866142 9:0.503937 10:0.197128 13:1 38:1
2766,0,1:0.164082 2:0.333333 3:0.409091 4:0.0608447 5:0.281654 6:0.198117 7:1 8:0.807087 9:0.23622 10:0.038617 14:1 17:1
2767,0,1:0.193597 2:0.825 3:0.484848 4:0.184681 5:0.222222 6:0.123086 7:0.456693 8:0.830709 9:0.893701 10:0.134114 14:1 24:1
2768,0,1:0.55978 2:0.963889 3:0.575758 4:0.156049 5:0.359173 6:0.0389209 7:0.484252 8:0.598425 9:0.586614 10:0.279242 11:1 44:1
2769,1,1:0.604802 2:0.541667 3:0.393939 4:0.625626 5:0.350129 6:0.437403 7:0.80315 8:0.984252 9:0.649606 10:0.309912 13:1 47:1
2770,0,1:0.124562 2:0.866667 3:0.212121 4:0.0479599 5:0.228682 6:0.139104 7:0.716535 8:0.901575 9:0.73622 10:0.0994005 14:1 24:1
2771,0,1:0.137069 2:0.894444 3:0.166667 5:0.223514 6:0.181116 7:0.751969 8:0.901575 9:0.69685 10:0.0882476 14:1 18:1
2772,0,1:0.218109 2:0.352778 3:0.409091 4:0.151754 5:0.350129 6:0.102009 7:0.992126 8:0.834646 9:0.271654 10:0.219573 14:1 17:1
2773,1,1:0.588294 2:0.272222 3:0.242424 4:0.137437 5:0.255814 6:0.583532 7:0.96063 8:0.850394 9:0.38189 10:0.364701 11:1 43:1
2774,1,1:0.461231 2:0.669444 3:0.30303 4:0.0479599 5:0.255814 6:0.29549 7:0.700787 8:0.992126 9:0.818898 10:0.121288 13:1 45:1
2775,0,1:0.55928 2:0.266667 3:0.106061 4:0.259127 5:0.271318 6:0.277926 7:0.913386 8:0.901575 9:0.507874 10:0.103862 13:1 46:1
2776,1,1:0.517759 2:0.202778 3:0.333333 4:0.0909091 5:0.22093 6:0.231839 7:0.940945 8:0.755906 9:0.283465 10:0.17287 13:1 47:1
2777,0,1:0.226113 2:0.905556 3:0.393939 4:0.0858984 5:0.302326 6:0.147534 7:0.574803 8:0.791339 9:0.744094 10:0.124355 14:1 24:1
2778,1,1:0.670335 2:0.311111 3:0.242424 4:0.107373 5:0.245478 6:0.543347 7:0.968504 8:0.870079 9:0.389764 10:0.263488 13:1 46:1
2779,0,1:0.174587 2:0.325 3:0.348485 4:0.0214746 5:0.241602 6:0.207953 7:0.992126 8:0.830709 9:0.291339 10:0.0712394 14:1 16:1
2780,0,1:0.343672 2:0.747222 3:0.212121 4:0.219041 5:0.377261 6:0.164676 7:0.716535 8:0.96063 9:0.791339 10:0.0846229 14:1 20:1
2781,1,1:0.667334 2:0.766667 3:0.287879 4:0.0887616 5:0.299742 6:0.0799494 7:0.653543 8:0.944882 9:0.834646 10:0.302663 12:1 36:1
2782,0,1:0.218609 2:0.311111 3:0.439394 4:0.14388 5:0.320413 6:0.0775608 7:1 8:0.76378 9:0.177165 10:0.242576 14:1 17:1
2783,0,1:0.167584 2:0.341667 3:0.515152 4:0.0214746 5:0.237726 6:0.18786 7:0.996063 8:0.755906 9:0.141732 10:0.133138 14:1 17:1
2784,1,1:0.534767 2:0.961111 3:0.181818 5:0.223514 6:0.550653 7:0.771654 8:0.866142 9:0.641732 10:0.353269 11:1 43:1
2785,1,1:0.568784 2:0.222222 3:0.242424 4:0.115963 5:0.254522 6:0.136574 7:0.940945 8:0.826772 9:0.38189 10:0.365259 11:1 43:1
2786,0,1:0.297649 2:0.0472222 3:0.151515 4:0.282749 5:0.46124 6:0.110299 7:0.834646 8:0.862205 9:0.566929 10:0.11376 14:1 20:1
2787,1,1:0.541771 2:0.472222 3:0.181818 4:0.23121 5:0.165375 6:0.639595 7:0.901575 8:0.964567 9:0.57874 10:0.285933 11:1 43:1
2788,1,1:0.558279 2:0.983333 3:0.606061 4:0.339298 5:0.223514 6:0.578615 7:0.496063 8:0.555118 9:0.519685 10:0.313676 11:1 43:1
2789,1,1:0.637819 2:0.311111 3:0.272727 4:0.242663 5:0.326873 6:0.0614023 7:0.976378 8:0.854331 9:0.354331 10:0.0846229 13:1 46:1
2790,0,1:0.209605 2:0.327778 3:0.424242 4:0.0680029 5:0.271318 6:0.0598567 7:1 8:0.795276 9:0.216535 10:0.260282 14:1 17:1
2791,1,1:0.668334 2:0.311111 3:0.227273 4:0.27917 5:0.297158 6:0.0805115 7:0.964567 8:0.877953 9:0.401575 10:0.29137 11:1 36:1
2792,0,1:0.234617 2:0.138889 3:0.181818 5:0.223514 6:0.12983 7:0.885827 8:0.84252 9:0.476378 10:0.134811 14:1 19:1
2793,1,1:0.552776 2:0.266667 3:0.287879 4:0.343593 5:0.426357 6:0.0698328 7:0.968504 8:0.826772 9:0.334646 10:0.126446 11:1 43:1
2794,1,1:0.503252 2:0.616667 3:0.19697 4:0.319256 5:0.516796 6:0.219193 7:0.80315 8:0.992126 9:0.720472 10:0.202008 13:1 18:1
2795,0,1:0.298149 2:0.0944444 3:0.0454545 4:0.360057 5:0.351421 6:0.101307 7:0.862205 8:0.913386 9:0.586614 10:0.160881 14:1 20:1
2796,0,1:0.224112 2:0.244444 3:0.348485 4:0.150322 5:0.301034 6:0.150485 7:0.972441 8:0.767717 9:0.251969 10:0.108881 14:1 16:1
2797,0,1:0.23912 2:0.0361111 3:0.181818 5:0.223514 6:0.134748 7:0.818898 8:0.850394 9:0.562992 10:0.200753 14:1 24:1
2798,0,1:0.281641 2:0.886111 3:0.439394 4:0.23121 5:0.431525 6:0.0754531 7:0.523622 8:0.783465 9:0.783465 10:0.0768158 14:1 24:1
2799,1,1:0.4007 2:0.0472222 3:0.242424 4:0.0479599 5:0.237726 6:0.265561 7:0.807087 8:0.807087 9:0.523622 10:0.138575 13:1 24:1
2800,0,1:0.215108 2:0.444444 3:0.30303 4:0.0858984 5:0.268734 6:0.0476324 7:0.929134 8:0.944882 9:0.488189 10:0.0621776 14:1 18:1
2801,0,1:0.230615 2:0.205556 3:0.272727 5:0.223514 6:0.0397639 7:0.937008 8:0.80315 9:0.358268 10:0.170361 14:1 15:1
2802,1,1:0.516758 2:0.133333 3:0.348485 4:0.107373 5:0.289406 6:0.609386 7:0.874016 8:0.720472 9:0.334646 10:0.158929 11:1 43:1
2803,0,1:0.2006 2:0.344444 3:0.287879 4:0.0959198 5:0.260982 6:0.195026 7:0.976378 8:0.877953 9:0.377953 10:0.0690088 14:1 16:1
2804,1,1:0.573787 2:0.244444 3:0.166667 4:0.107373 5:0.25969 6:0.139666 7:0.933071 8:0.870079 9:0.448819 10:0.374599 11:1 43:1
2805,0,1:0.247124 2:0.294444 3:0.318182 4:0.242663 5:0.428941 6:0.128987 7:0.984252 8:0.826772 9:0.311024 10:0.199498 14:1 20:1
2806,0,1:0.691346 2:0.144444 3:0.318182 4:0.0300644 5:0.218346 6:0.481945 7:0.889764 8:0.748031 9:0.346457 10:0.530183 11:1 52:1
2807,0,1:0.424712 2:0.0944444 3:0.0757576 4:0.151754 5:0.235142 6:0.00941408 7:0.862205 8:0.897638 9:0.570866 10:0.104559 13:1 31:
2808,0,1:0.248124 2:0.988889 3:0.0909091 4:0.151754 5:0.301034 6:0.181959 7:0.826772 8:0.901575 9:0.61811 10:0.0503276 14:1 20:1
2809,1,1:0.68034 2:0.9 3:0.0909091 4:0.26199 5:0.27261 6:0.815372 7:0.807087 8:0.917323 9:0.661417 10:0.304475 11:1 36:1
2810,0,1:0.186093 2:0.675 3:0.030303 4:0.0214746 5:0.222222 6:0.209217 7:0.846457 8:0.944882 9:0.641732 10:0.0882476 14:1 15:1
2811,0,1:0.283142 2:0.0138889 3:0.30303 4:0.121689 5:0.267442 6:0.0685682 7:0.748031 8:0.775591 9:0.551181 10:0.173289 14:1 25:1
2812,1,1:0.532266 2:0.0722222 3:0.151515 4:0.121689 5:0.255814 6:0.194604 7:0.846457 8:0.858268 9:0.543307 10:0.0975882 13:1 45:1
2813,0,1:0.210605 2:0.338889 3:0.454545 4:0.115963 5:0.330749 6:0.11058 7:1 8:0.791339 9:0.200787 10:0.210512 14:1 17:1
2814,0,1:0.292146 2:0.916667 3:0.212121 4:0.0773085 5:0.24031 6:0.132359 7:0.728346 8:0.874016 9:0.692913 10:0.179841 14:1 20:1
2815,0,1:0.203102 2:0.880556 3:0.151515 4:0.107373 5:0.307494 6:0.220599 7:0.767717 8:0.913386 9:0.69685 10:0.0467029 14:1 24:1
2816,1,1:0.589795 2:0.0361111 3:0.136364 4:0.269148 5:0.29845 6:0.635661 7:0.830709 8:0.870079 9:0.574803 10:0.0893629 11:1 43:1
2817,0,1:0.641321 2:0.344444 3:0.242424 4:0.251253 5:0.313953 6:0.0680062 7:0.964567 8:0.893701 9:0.417323 10:0.0987035 13:1 46:1
2818,1,1:0.515758 2:0.0972222 3:0.19697 4:0.14388 5:0.228682 6:0.0999016 7:0.858268 8:0.830709 9:0.5 10:0.206608 13:1 46:1
2819,0,1:0.174087 2:0.336111 3:0.318182 4:0.0300644 5:0.241602 6:0.137136 7:0.984252 8:0.858268 9:0.334646 10:0.183326 14:1 17:1
2820,0,1:0.198099 2:0.0638889 3:0.181818 5:0.223514 6:0.134748 7:0.834646 8:0.84252 9:0.535433 10:0.164506 14:1 24:1
2821,0,1:0.226113 2:0.811111 3:0.348485 4:0.0644238 5:0.262274 6:0.200927 7:0.586614 8:0.897638 9:0.850394 10:0.100655 14:1 24:1
2822,1,1:0.509755 2:0.0944444 3:0.166667 4:0.10952 5:0.205426 6:0.0507236 7:0.862205 8:0.850394 9:0.519685 10:0.0762582 13:1 45:1
2823,0,1:0.170585 2:0.363889 3:0.287879 4:0.0214746 5:0.232558 6:0.134186 7:0.972441 8:0.889764 9:0.393701 10:0.186393 14:1 17:1
2824,1,1:0.543272 2:0.175 3:0.181818 4:0.231926 5:0.365633 6:0.500351 7:0.905512 8:0.846457 9:0.456693 10:0.31758 11:1 43:1
2825,1,1:0.725863 2:0.436111 3:0.0909091 4:0.384395 5:0.347545 6:0.138261 7:0.893701 8:0.948819 9:0.582677 10:0.364143 13:1 46:1
2826,0,1:0.673837 2:0.422222 3:0.166667 4:0.317108 5:0.319121 6:0.0448223 7:0.92126 8:0.944882 9:0.535433 10:0.130629 13:1 46:1
2827,0,1:0.243622 2:0.327778 3:0.363636 4:0.228346 5:0.419897 6:0.125755 7:0.992126 8:0.830709 9:0.287402 10:0.201868 14:1 17:1
2828,0,1:0.226613 2:0.308333 3:0.484848 4:0.154617 5:0.335917 6:0.0746101 7:1 8:0.740157 9:0.137795 10:0.245643 14:1 17:1
2829,0,1:0.169585 2:0.35 3:0.19697 5:0.223514 6:0.11058 7:0.952756 8:0.909449 9:0.452756 10:0.0550676 14:1 28:1
2830,0,1:0.252626 2:0.777778 3:0.363636 4:0.307802 5:0.382429 6:0.024589 7:0.57874 8:0.92126 9:0.877953 10:0.233933 14:1 24:1
2831,0,1:0.184592 2:0.886111 3:0.0757576 5:0.223514 6:0.0626669 7:0.811024 8:0.925197 9:0.661417 10:0.136484 14:1 30:1
2832,0,1:0.265133 2:0.405556 3:0.242424 4:0.299213 5:0.471576 6:0.100604 7:0.944882 8:0.929134 9:0.476378 10:0.227241 14:1 20:1
2833,0,1:0.22011 2:0.333333 3:0.515152 4:0.0773085 5:0.29845 6:0.0507236 7:1 8:0.751969 9:0.137795 10:0.259306 14:1 17:1
2834,0,1:0.261131 2:0.105556 3:0.242424 4:0.154617 5:0.341085 6:0.130954 7:0.858268 8:0.799213 9:0.452756 10:0.12798 14:1 24:1
2835,0,1:0.150575 2:0.402778 3:0.318182 4:0.0214746 5:0.235142 6:0.208234 7:0.96063 8:0.913386 9:0.42126 10:0.0337376 14:1 17:1
2836,0,1:0.307654 2:0.261111 3:0.0606061 4:0.10952 5:0.25323 6:0.11325 7:0.885827 8:0.92126 9:0.566929 10:0.15628 14:1 20:1
